"ADDR_ENG","MEMO_NO","REGISTRY_CODE","DELIVERY_DATE","v_region_id","v_str_region","v_str_mjdist","v_mjdist_code","v_str_dist","v_dist_code","v_str_lot_full","v_str_lot_ext_full","v_str_dd_full","v_str_estate","v_est_id","v_str_phase","v_phase_id","v_str_street_full","v_str_bldg_full","v_bldg_id","v_str_floor_full","v_str_floor_net","v_str_unit_full","v_str_unit_net","unit_id","v_has_carpark","v_has_roof","map_status","unparse_namestr","unit_num"
"2/F & ROOF","407934","SK","2000-01-2012.00.00","","","","","","","","","","","","","","","","","2/F ","2","","","","0","1","No Estate Info","& ROOF","0"
"1/F","407937","SK","2000-01-2012.00.00","","","","","","","","","","","","","","","","","1/F","1/F","","","","0","0","No Estate Info","","0"
"2/F & ROOF LOT NO.152 IN SD5 SAI KUNG NEW TERRITORIES","408363","SK","2000-01-2512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.152","","","","","","","5 ","","","2/F ","2","","","","0","1","No Estate Info","& ROOF  IN SD","0"
"G/F LOT NO.152 IN SD5 SAI KUNG NEW TERRITORIES","408364","SK","2000-01-2512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.152","","","","","","","5 ","","","G/F ","G","","","","0","0","No Estate Info"," IN SD","0"
"1/F LOT NO.152 IN SD5 SAI KUNG NEW TERRITORIES","408365","SK","2000-01-2512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.152","","","","","","","5 ","","","1/F ","1","","","","0","0","No Estate Info"," IN SD","0"
"G/F LOT NO.492 IN DD248 SAI KUNG NEW TERRITORIES","408217","SK","2000-01-2212.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.492","","DD248","","","","","","","","G/F ","G","","","","0","0","No Estate Info"," IN   ","0"
"GROUND FLOOR","406833","SK","2000-01-0712.00.00","","","","","","","","","","","","","","","","","GROUND FLOOR","G","","","","0","0","No Estate Info","","0"
"2/F & ROOF LOT NO.412 IN DD236 SAI KUNG NEW TERRITORIES","407009","SK","2000-01-1012.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.412","","DD236","","","","","","","","2/F ","2","","","","0","1","No Estate Info","& ROOF  IN   ","0"
"GROUND FLOOR","406845","SK","2000-01-0712.00.00","","","","","","","","","","","","","","","","","GROUND FLOOR","G","","","","0","0","No Estate Info","","0"
"FIRST FLOOR, NO. 109 PIK UK LOT NO. 304 IN DD 223 SAI KUNG NEW TERRITORIES","407026","SK","2000-01-1012.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","K-SK / CWB","LOT NO. 304","","DD 223","PIK UK","E000000301","","","NO. 109   IN PIK UK","","","1ST FLOOR","1","","","","0","0","Multi - Floor"," ","21"
"G/F","407037","SK","2000-01-1112.00.00","","","","","","","","","","","","","","","","","G/F","G/F","","","","0","0","No Estate Info","","0"
"FLAT A ON G/F & CAR PARKING SPACE NO.1 LOT NO.490 IN DD238 SAI KUNG NEW TERRITORIES","407227","SK","2000-01-1312.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.490","","DD238","","","","","NO.1  IN ","","","G/F ","G","FLAT A","A","","0","0","No Estate Info"," ON & CAR PARKING SPACE ","0"
"HOUSE E2 WITH ADJOINING GARDEN AND 2 CAR PARKING SPACES LOT NO.1125 IN DD217 SAI KUNG NEW TERRITORIES","407390","SK","2000-01-1412.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.1125","","DD217","","","","","2 CAR PARKING SPACES  IN ","HOUSE E2 ","","","","","","","0","0","No Estate Info","WITH ADJOINING GARDEN AND","0"
"1/F LOT NO.894 IN DD226 SAI KUNG NEW TERRITORIES","407069","SK","2000-01-1112.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.894","","DD226","","","","","","","","1/F ","1","","","","0","0","No Estate Info"," IN   ","0"
"2/F & ROOF","407083","SK","2000-01-1112.00.00","","","","","","","","","","","","","","","","","2/F ","2","","","","0","1","No Estate Info","& ROOF","0"
"1ST FLOOR","407290","SK","2000-01-1312.00.00","","","","","","","","","","","","","","","","","1ST FLOOR","1","","","","0","0","No Estate Info","","0"
"G/F","412210","SK","2000-03-1812.00.00","","","","","","","","","","","","","","","","","G/F","G/F","","","","0","0","No Estate Info","","0"
"3/F NO.16 MAN YEE FISHERMEN VILLAGE NO.140 HONG KIN ROAD SAI KUNG NEW TERRITORIES","412397","SK","2000-03-2112.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","","","","","","","","NO.140 HONG KIN ROAD","","","3/F ","3","","","","0","0","No Estate Info","NO.16 MAN YEE FISHERMEN VILLAGE   ","0"
"G/F LOT NO.246 IN DD233 SAI KUNG NEW TERRITORIES","412055","SK","2000-03-1612.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.246","","DD233","","","","","","","","G/F ","G","","","","0","0","No Estate Info"," IN   ","0"
"G/F LOT NO.753 IN DD227 SAI KUNG NEW TERRITORIES","412233","SK","2000-03-1812.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.753","","DD227","","","","","","","","G/F ","G","","","","0","0","No Estate Info"," IN   ","0"
"G/F","412246","SK","2000-03-1812.00.00","","","","","","","","","","","","","","","","","G/F","G/F","","","","0","0","No Estate Info","","0"
"G/F S.A OF LOT NO.329 IN DD214 SAI KUNG NEW TERRITORIES","412438","SK","2000-03-2212.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.329","S.A","DD214","","","","","","","","G/F ","G","","","","0","0","No Estate Info","OF  IN   ","0"
"2/F & THE ROOF","412630","SK","2000-03-2312.00.00","","","","","","","","","","","","","","","","","2/F ","2","","","","0","1","No Estate Info","& THE ROOF","0"
"2ND FLOOR AND ROOF","412946","SK","2000-03-2712.00.00","","","","","","","","","","","","","","","","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF","0"
"G/F SECTION A OF LOT NO.287 IN DD226 SAI KUNG NEW TERRITORIES","412822","SK","2000-03-2512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.287","S.A","DD226","","","","","","","","G/F ","G","","","","0","0","No Estate Info","OF  IN   ","0"
"2/F & ROOF LOT NO.870 IN DD214 SAI KUNG NEW TERRITORIES","412059","SK","2000-03-1612.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.870","","DD214","","","","","","","","2/F ","2","","","","0","1","No Estate Info","& ROOF  IN   ","0"
"1/F., 10I HING KENG SHEK LOT NO. 255 IN DD NO. 219 SAI KUNG NEW TERRITORIES","411856","SK","2000-03-1112.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","K-SK / CWB","LOT NO. 255","","DD NO. 219","HING KENG SHEK","E000000248","","","10I   IN HING KENG SHEK","","","1/F","1/F","","","","0","0","Multi - Est",".","93"
"2ND FLOOR AND ROOF","412114","SK","2000-03-1712.00.00","","","","","","","","","","","","","","","","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF","0"
"1ST FLOOR","412115","SK","2000-03-1712.00.00","","","","","","","","","","","","","","","","","1ST FLOOR","1","","","","0","0","No Estate Info","","0"
"1/F LOT NO.1192 IN DD253 SAI KUNG NEW TERRITORIES","412333","SK","2000-03-2112.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.1192","","DD253","","","","","","","","1/F ","1","","","","0","0","No Estate Info"," IN   ","0"
"2/F AND ROOF SUB-SECTION 2 OF SECTION B OF LOT NO.1284 IN DD222 SAI KUNG NEW TERRITORIES","412334","SK","2000-03-2112.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.1284","SS.2 S.B","DD222","","","","","","","","2/F ","2","","","","0","1","No Estate Info","AND ROOF OF OF  IN   ","0"
"2ND FLOORAND ROOF","411923","SK","2000-03-1412.00.00","","","","","","","","","","","","","","","","","2ND FLOOR","2","","","","0","1","No Estate Info","AND ROOF","0"
"GROUND FLOOR","412164","SK","2000-03-1712.00.00","","","","","","","","","","","","","","","","","GROUND FLOOR","G","","","","0","0","No Estate Info","","0"
"GROUND FLOOR LOT NO. 547 S.A IN DD 216 SAI KUNG NEW TERRITORIES","412355","SK","2000-03-2112.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO. 547","S.A","DD 216","","","","","","","","GROUND FLOOR","G","","","","0","0","No Estate Info","  IN   ","0"
"2ND FLOOR AND ROOF","411960","SK","2000-03-1512.00.00","","","","","","","","","","","","","","","","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF","0"
"1ST FLOOR","410020","SK","2000-02-1412.00.00","","","","","","","","","","","","","","","","","1ST FLOOR","1","","","","0","0","No Estate Info","","0"
"2/F & ROOF LOT NO.784 IN DD227 AND EXTENSION SAI KUNG NEW TERRITORIES","410023","SK","2000-02-1412.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.784","EX.","DD227","","","","","","","","2/F ","2","","","","0","1","No Estate Info","& ROOF  IN  AND  ","0"
"2/F AND ROOF, 75 PAN LONG WAN LOT NO. 520 IN DD 238 SAI KUNG NEW TERRITORIES","410213","SK","2000-02-1712.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","K-SK / CWB","LOT NO. 520","","DD 238","PAN LONG WAN","E000006839","","","75   IN PAN LONG WAN","","","2/F ","2","","","","0","1","Multi - Floor","AND ROOF","6"
"HOUSE 1","410221","SK","2000-02-1712.00.00","","","","","","","","","","","","","","1 ","","","","","","","","0","0","No Estate Info","HOUSE","0"
"4/F NO.7 MAN NIN STREET SAI KUNG NEW TERRITORIES","410405","SK","2000-02-1812.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","","","","","","","","NO.7 MAN NIN STREET","","","4/F ","4","","","","0","0","No Estate Info","  ","0"
"G/F LOT NO.141 IN SD5 SAI KUNG NEW TERRITORIES","410549","SK","2000-02-2212.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.141","","","","","","","5 ","","","G/F ","G","","","","0","0","No Estate Info"," IN SD","0"
"G/F LOT NO.698 IN DD242 SAI KUNG NEW TERRITORIES","410551","SK","2000-02-2212.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.698","","DD242","","","","","","","","G/F ","G","","","","0","0","No Estate Info"," IN   ","0"
"2/F & ROOF AND SEE REMARKS * 69 PAK WAI, LOT NO. 570 IN DD 210 SAI KUNG NEW TERRITORIES (FOR ADDRESS, SEE MEMORIAL.)","410627","SK","2000-02-2312.00.00","20","","","SK","","K-SK / CWB","LOT NO. 570","","DD 210","PAK WAI","E000000298","","","69 ,  IN  SAI KUNG NEW TERRITORIES PAK WAI","","","2/F ","2","","","","0","1","Multi - Floor","& ROOF AND SEE REMARKS *(FOR ADDRESS, SEE MEMORIAL.)","21"
"DUPLEX UNIT C1 (INCLUDING ROOF C1) OF HOUSE C LOT NO.1378 IN DD222 SAI KUNG NEW TERRITORIES","410761","SK","2000-02-2512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.1378","","DD222","","","","","1 ","HOUSE C ","","","","UNIT C1","C1","","0","1","No Estate Info","DUPLEX  (INCLUDING ROOF C) OF  IN   ","0"
"2/F & THE ROOF R.P. OF S.B OF LOT NO.161 IN DD226 SAI KUNG NEW TERRITORIES","410776","SK","2000-02-2512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.161","R.P. S.B","DD226","","","","","","","","2/F ","2","","","","0","1","No Estate Info","& THE ROOF OF OF  IN   ","0"
"SECOND FLOOR AND ROOF LOT NO. 1226 IN DD 253 SAI KUNG NEW TERRITORIES","410784","SK","2000-02-2512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO. 1226","","DD 253","","","","","","","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF  IN   ","0"
"SECOND FLOOR AND ROOF 76 TSAM CHUK WAN LOT NO. 662 IN DD 256 SAI KUNG, NEW TERRITORIES","410807","SK","2000-02-2512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","K-SK / CWB","LOT NO. 662","","DD 256","TSAM CHUK WAN","E000000336","","","76   IN TSAM CHUK WAN","","","2ND FLOOR","2","","","","0","1","Multi - Floor"," AND ROOF","18"
"1/F LOT NO.913 IN DD226 SAI KUNG NEW TERRITORIES","411144","SK","2000-03-0112.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.913","","DD226","","","","","","","","1/F ","1","","","","0","0","No Estate Info"," IN   ","0"
"1/F LOT NO.803 IN DD216 SAI KUNG NEW TERRITORIES","411161","SK","2000-03-0112.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.803","","DD216","","","","","","","","1/F ","1","","","","0","0","No Estate Info"," IN   ","0"
"FIRST FLOOR","410959","SK","2000-02-2612.00.00","","","","","","","","","","","","","","","","","1ST FLOOR","1","","","","0","0","No Estate Info","","0"
"2/F & ROOF OF BLOCK B LOT NO.410 IN DD222 SAI KUNG NEW TERRITORIES","411410","SK","2000-03-0612.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.410","","DD222","","","","","","BLOCK B ","","2/F ","2","","","","0","1","No Estate Info","& ROOF OF  IN   ","0"
"FLAT A ON G/F LOT NO.861 IN DD226 SAI KUNG NEW TERRITORIES","411456","SK","2000-03-0712.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.861","","DD226","","","","","","","","G/F ","G","FLAT A","A","","0","0","No Estate Info"," ON  IN   ","0"
"G/F NO.87 YAU YUE WAN VILLAGE SAI KUNG NEW TERRITORIES","411063","SK","2000-02-2912.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","","","","YAU YUE WAN VILLAGE","E000016552","","","NO.87 YAU YUE WAN VILLAGE","","","G/F ","G","","","","0","0","Multi - Floor","","2"
"2ND FLOOR AND ROOF","411066","SK","2000-02-2912.00.00","","","","","","","","","","","","","","","","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF","0"
"G/F LOT NO.572 IN DD401 SAI KUNG NEW TERRITORIES","411287","SK","2000-03-0312.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.572","","DD401","","","","","","","","G/F ","G","","","","0","0","No Estate Info"," IN   ","0"
"G/F LOT NO.1523 IN DD244 SAI KUNG NEW TERRITORIES","411294","SK","2000-03-0312.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.1523","","DD244","","","","","","","","G/F ","G","","","","0","0","No Estate Info"," IN   ","0"
"FIRST FLOOR, 162 NAM SHAN LOT NO. 1060 IN DD 220 SAI KUNG NEW TERRITORIES","411115","SK","2000-03-0112.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO. 1060","","DD 220","","","","","162 NAM SHAN  IN ","","","1ST FLOOR","1","","","","0","0","No Estate Info","","0"
"DUPLEX UNIT B OF HOUSE B LOT NO.1378 IN DD222 SAI KUNG NEW TERRITORIES","411135","SK","2000-03-0112.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.1378","","DD222","","","","","","HOUSE B ","","","","UNIT B","B","","0","0","No Estate Info","DUPLEX  OF  IN   ","0"
"1/F R.P. OF S.A OF LOT NO.616 IN DD216 SAI KUNG NEW TERRITORIES","410464","SK","2000-02-1912.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.616","R.P. S.A","DD216","","","","","","","","1/F ","1","","","","0","0","No Estate Info","OF OF  IN   ","0"
"2/F & MAIN ROOF","410490","SK","2000-02-1912.00.00","","","","","","","","","","","","","","","","","2/F ","2","","","","0","1","No Estate Info","& MAIN ROOF","0"
"1/F INCLUDING THE BALCONY THEREOF S.B OF LOT NO.136 IN DD223 SAI KUNG NEW TERRITORIES","410494","SK","2000-02-1912.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.136","S.B","DD223","","","","","","","","1/F ","1","","","","0","0","No Estate Info","INCLUDING THE BALCONY THEREOF OF  IN   ","0"
"G/F SEC.A OF LOT NO.40 IN DD225 SAI KUNG NEW TERRITORIES","410495","SK","2000-02-1912.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.40","","DD225","","","","","","","","G/F ","G","","","","0","0","No Estate Info","SEC.A OF  IN   ","0"
"UNIT B ON G/F INCLUDING COCKLOFT LOT NO.740 IN DD215 SAI KUNG NEW TERRITORIES","409960","SK","2000-02-1212.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.740","","DD215","","","","","","","","G/F ","G","UNIT B","B","","0","0","No Estate Info"," ON INCLUDING COCKLOFT  IN   ","0"
"SECOND FLOOR AND ROOF AND BALCONY 4E TAI MONG TSAI LOT NO. 686 IN DD 256 SAI KUNG, NEW TERRITORIES","409961","SK","2000-02-1212.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","K-SK / CWB","LOT NO. 686","","DD 256","TAI MONG TSAI","E000000326","","","4E   IN TAI MONG TSAI","","","2ND FLOOR","2","","","","0","1","Multi - Floor"," AND ROOF AND BALCONY","25"
"GROUND FLOOR LOT NO.358 IN DD253 SAI KUNG NEW TERRITORIES","410343","SK","2000-02-1812.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.358","","DD253","","","","","","","","GROUND FLOOR","G","","","","0","0","No Estate Info","  IN   ","0"
"G/F S.B OF LOT NO.712 IN DD215 SAI KUNG NEW TERRITORIES","409967","SK","2000-02-1212.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.712","S.B","DD215","","","","","","","","G/F ","G","","","","0","0","No Estate Info","OF  IN   ","0"
"2/F AND MAIN ROOF THE REMAINING PORTION OF LOT NO.978 & LOT NO.979 IN DD222 SAI KUNG NEW TERRITORIES","410363","SK","2000-02-1812.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.978,LOT NO.979","R.P.","DD222","","","","","","","","2/F ","2","","","","0","1","No Estate Info","AND MAIN ROOF THE OF  &  IN   ","0"
"GROUND FLOOR 59 HO CHUNG NEW VILLAGE LOT NO. 2060 IN DD 244 SAI KUNG, NEW TERRITORIES","413737","SK","2000-04-0612.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","K-SK / CWB","LOT NO. 2060","","DD 244","HO CHUNG NEW VILLAGE","E000000251","","","59   IN HO CHUNG NEW VILLAGE","","","GROUND FLOOR","G","","","","0","0","Multi - Floor","","124"
"2/F INCLUDING ROOF LOT NOS.1655 & 1656 IN DD244 SAI KUNG NEW TERRITORIES","413911","SK","2000-04-0612.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NOS.1655 & 1656","","DD244","","","","","","","","2/F ","2","","","","0","1","No Estate Info","INCLUDING ROOF  IN   ","0"
"1/F LOT NO.1041 IN DD215 SAI KUNG NEW TERRITORIES","413178","SK","2000-03-2912.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.1041","","DD215","","","","","","","","1/F ","1","","","","0","0","No Estate Info"," IN   ","0"
"SECOND FLOOR AND ROOF LOT NO. 136 S.A IN DD 223 SAI KUNG NEW TERRITORIES","413185","SK","2000-03-2912.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO. 136","S.A","DD 223","","","","","","","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF  IN   ","0"
"2/F AND ROOF LOT NO.1433 IN DD222 SAI KUNG NEW TERRITORIES","413656","SK","2000-04-0512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.1433","","DD222","","","","","","","","2/F ","2","","","","0","1","No Estate Info","AND ROOF  IN   ","0"
"2/F & THE ROOF THEREABOVE, 7 PAN LONG WAN, LOT NO. 500 IN DD 238, SAI KUNG, NEW TERRITORIES.","413657","SK","2000-04-0512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","K-SK / CWB","LOT NO. 500","","DD 238","PAN LONG WAN","E000006839","","","7   IN  . PAN LONG WAN","","","2/F ","2","","","","0","1","Multi - Floor","& THE ROOF THEREABOVE","6"
"1/F (INCLUDING THE BALCONY THERETO) LOT NO. 512 IN D.D. NO. 224, SAI KUNG, NEW TERRITORIES.","413421","SK","2000-04-0112.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO. 512","","D.D. NO. 224","","","","","","","","1/F ","1","","","","0","0","No Estate Info","(INCLUDING THE BALCONY THERETO)  IN  .  ","0"
"3/F NO.21 MAN NIN STREET SAI KUNG NEW TERRITORIES","413427","SK","2000-04-0112.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","","","","","","","","NO.21 MAN NIN STREET","","","3/F ","3","","","","0","0","No Estate Info","  ","0"
"G/F LOT NO.910 IN DD220 SAI KUNG NEW TERRITORIES","413534","SK","2000-04-0112.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.910","","DD220","","","","","","","","G/F ","G","","","","0","0","No Estate Info"," IN   ","0"
"G/F","413543","SK","2000-04-0112.00.00","","","","","","","","","","","","","","","","","G/F","G/F","","","","0","0","No Estate Info","","0"
"GROUND FLOOR 60 HO CHUNG NEW VILLAGE LOT NO. 2057 IN DD 244 SAI KUNG, NEW TERRITORIES","413304","SK","2000-03-3112.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","K-SK / CWB","LOT NO. 2057","","DD 244","HO CHUNG NEW VILLAGE","E000000251","","","60   IN HO CHUNG NEW VILLAGE","","","GROUND FLOOR","G","","","","0","0","Multi - Floor","","124"
"2/F & ROOF LOT NO.1156 IN DD253 SAI KUNG NEW TERRITORIES","416022","SK","2000-04-1512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.1156","","DD253","","","","","","","","2/F ","2","","","","0","1","No Estate Info","& ROOF  IN   ","0"
"1/F LOT NO.757 IN DD249 SAI KUNG NEW TERRITORIES","416055","SK","2000-04-1512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.757","","DD249","","","","","","","","1/F ","1","","","","0","0","No Estate Info"," IN   ","0"
"2/F AND ROOF LOT NO.757 IN DD249 SAI KUNG NEW TERRITORIES","416062","SK","2000-04-1512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.757","","DD249","","","","","","","","2/F ","2","","","","0","1","No Estate Info","AND ROOF  IN   ","0"
"G/F LOT NO.757 IN DD249 SAI KUNG NEW TERRITORIES","416063","SK","2000-04-1512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.757","","DD249","","","","","","","","G/F ","G","","","","0","0","No Estate Info"," IN   ","0"
"2/F & ROOF OF BLOCK B S.A & R.P. OF LOT NO.278 IN DD226 LOT NOS. 279 & 280 IN DD226 SAI KUNG NEW TERRITORIES","415854","SK","2000-04-1412.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.278,LOT NOS. 279 & 280","S.A R.P.","DD226","","","","","","BLOCK B ","","2/F ","2","","","","0","1","No Estate Info","& ROOF OF & OF  IN   IN   ","0"
"2/F & ROOF OF BLOCK REAR LOT NO.42, SS.1 OF S.A AND R.P. OF S.A OF LOT NO.44 IN DD215 SAI KUNG NEW TERRITORIES","416770","SK","2000-04-1912.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.42,LOT NO.44","SS.1 S.A R.P.","DD215","","","","","","BLOCK REAR ","","2/F ","2","","","","0","1","No Estate Info","& ROOF OF  OF AND OF OF  IN   ","0"
"2ND FLOOR AND ROOF","415550","SK","2000-04-1112.00.00","","","","","","","","","","","","","","","","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF","0"
"2/F & THE ROOF","416798","SK","2000-04-1912.00.00","","","","","","","","","","","","","","","","","2/F ","2","","","","0","1","No Estate Info","& THE ROOF","0"
"2/F & ROOF LOT NO.942 IN DD222 SAI KUNG NEW TERRITORIES","416654","SK","2000-04-1912.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.942","","DD222","","","","","","","","2/F ","2","","","","0","1","No Estate Info","& ROOF  IN   ","0"
"2/F & ROOF LOT NO.1147 IN DD253 SAI KUNG NEW TERRITORIES","416656","SK","2000-04-1912.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.1147","","DD253","","","","","","","","2/F ","2","","","","0","1","No Estate Info","& ROOF  IN   ","0"
"1/F LOT NO.249 IN DD233 SAI KUNG NEW TERRITORIES","415132","SK","2000-04-0812.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.249","","DD233","","","","","","","","1/F ","1","","","","0","0","No Estate Info"," IN   ","0"
"1ST FLOOR, NO. 16A WONG CHUK WAN, SAI KUNG","415667","SK","2000-04-1212.00.00","20","","SAI KUNG","SK","","","","","","","","","","NO. 16A WONG CHUKWAN ","","","1ST FLOOR","1","","","","0","0","No Estate Info"," ","0"
"2ND FLOOR AND ROOF, NO. 134 MAU PO, SAI KUNG","415668","SK","2000-04-1212.00.00","20","","SAI KUNG","SK","","","","","","","","","","NO. 134 MAUPO ","","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF ","0"
"G/F., 8A TUI MIN HOI LOT NO. 1115 IN DD 215 SAI KUNG NEW TERRITORIES","436954","SK","2000-08-0512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO. 1115","","DD 215","","","","","8A TUI MIN HOI  IN ","","","G/F","G/F","","","","0","0","No Estate Info",".","0"
"HOUSE NO. 7","439309","SK","2000-08-1712.00.00","","","","","","","","","","","","","","7 ","HOUSE NO. ","","","","","","","0","0","No Estate Info","","0"
"G/F LOT NO.1012 IN DD215 SAI KUNG NEW TERRITORIES","439321","SK","2000-08-1712.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.1012","","DD215","","","","","","","","G/F ","G","","","","0","0","No Estate Info"," IN   ","0"
"FIRST FLOOR, 470 NAM WAI, LOT NO. 968 IN DD 214, SAI KUNG, NEW TERRITORIES.","437669","SK","2000-08-0812.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","K-SK / CWB","LOT NO. 968","","DD 214","NAM WAI","E000000282","","","470   IN  . NAM WAI","","","1ST FLOOR","1","","","","0","0","Multi - Floor","","87"
"G/F LOT NO.942 IN DD222 SAI KUNG NEW TERRITORIES","438465","SK","2000-08-1112.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.942","","DD222","","","","","","","","G/F ","G","","","","0","0","No Estate Info"," IN   ","0"
"G/F, 10 TUI MIN HOI LOT NO. 295 S.A & S.B IN DD 215 SAI KUNG NEW TERRITORIES","438978","SK","2000-08-1512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO. 295","S.A S.B","DD 215","","","","","10 TUI MIN HOI  & IN ","","","G/F ","G","","","","0","0","No Estate Info","","0"
"1/F OF BLOCK B LOT NOS.79 AND 80 IN DD235 SAI KUNG NEW TERRITORIES","438986","SK","2000-08-1512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NOS.79 AND 80","","DD235","","","","","","BLOCK B ","","1/F ","1","","","","0","0","No Estate Info","OF  IN   ","0"
"SECOND FLOOR AND MAIN ROOF LOT NO. 1070 IN DD 215 SAI KUNG NEW TERRITORIES","438987","SK","2000-08-1512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO. 1070","","DD 215","","","","","","","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND MAIN ROOF  IN   ","0"
"G/F","439870","SK","2000-08-1912.00.00","","","","","","","","","","","","","","","","","G/F","G/F","","","","0","0","No Estate Info","","0"
